"","Legal.Name","Center.Name","Building","Street","Borough","ZipCode","Phone","Age.Range","Program.Type","Child.Care.Type","Violation.Rate.Percent","Average.Violation.Rate.Percent","lessThanAve","noViolation","longitude","latitude"
"1192","MONTCLARE CHILDREN'S SCHOOL LLC","MONTCLARE CHILDREN'S SCHOOL LLC","747","AMSTERDAM AVENUE","MANHATTAN",10025,"212-865-4020","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9698740452103,40.794357497084
"1193","MONTESSORI FAMILY SCHOOL","THE FAMILY SCHOOL PRESCHOOL","323","EAST 47TH STREET","MANHATTAN",10017,"212-688-5950","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.9689505650234,40.75273357456
"1194","MONTESSORI FAMILY SCHOOL OF MANHATTAN","MONTESSORI  FAMILY SCHOOL OF MANHATTAN","323","EAST 47 STREET","MANHATTAN",10017,"212-688-5950","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",16.6667,30.9077,1,0,-73.9689505650234,40.75273357456
"1195","MONTESSORI PROGRESSIVE LEARNING CENTER INC","MONTESSORI PROGRESSIVE LEARNING CENTER, INC.","195-05","LINDEN BOULEVARD","QUEENS",11412,"718-723-3967","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.7565656683102,40.693540282157
"1196","MOREAU LMSW CHILDREN AND FAMILY SERVICES P.C.","THE JEWEL OF HARLEM CENTERS","1990-1996","Amsterdam  Avenue","MANHATTAN",10032,"212-234-1036","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9414469394637,40.8339454368834
"1197","MORNINGSIDE MONTESSORI SCHOOL","MORNINGSIDE MONTESSORI SCHOOL","251","WEST 100 STREET","MANHATTAN",10025,"212-316-1555","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9706004813764,40.797844990691
"1198","MOSDOS CHASIDEI SQUARE","MOSDOS CHASIDEI SQUARE","105","HEYWARD STREET","BROOKLYN",11206,"718-852-0502","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.986379633281,40.637490277453
"1199","MOSDOS SATMAR","MOSDOS SATMAR","4423","15 AVENUE","BROOKLYN",11219,"718-508-4444","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9848730300853,40.63473726762
"1200","MOSDOS SATMAR BP, INC","MOSDOS SATMAR BP INC","5901","13 AVENUE","BROOKLYN",11219,"718-508-4444","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9976465694937,40.62908984281
"1201","MOSDOTH BERESHITH, INC.","MOSDOTH BERESHITH","1257","EAST 18TH STREET","BROOKLYN",11230,"718-874-9405","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9573599748612,40.619936372994
"1202","MOSHOLU MONTEFIORE COMMUNITY CENTER,INC.","THE CHILD DEVELOPMENT CENTER OF THE MOSHOLU MONTEFIORE COMMUNITY CENTER","3450","DEKALB AVE","BRONX",10467,"718-654-0563","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",25,30.9077,1,0,-73.8807785084055,40.881656475123
"1203","MOST TERRIFIC CHILD, INC.","MOST TERRIFIC CHILD, INC","555","TOMPKINS AVENUE","STATEN ISLAND",10305,"718-273-0334","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-74.0709261484326,40.612603517736
"1204","MOTT HAVEN ACADEMY CHARTER SCHOOL","SBCC","170","BROWN PLACE","BRONX",10454,"718-292-7015","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9206429872954,40.806363310196
"1205","MS LAM MONTESSORI","MS LAM MONTESSORI","2","NORTHSIDE PIERS","BROOKLYN",11249,"646-245-2793","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9644935210029,40.719905066777
"1206","MS SUNSHINE INC.","M.S.SUNSHINE INC.","3096","BRIGHTON 6TH STREET","BROOKLYN",11235,"718-648-8786","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",16.6667,30.9077,1,0,-73.9613928679487,40.576680720497
"1207","MS. ELENA'S SUNSHINE EARLY LEARNING CENTER INC.","MS. ELENA'S SUNSHINE EARLY LEARNING CENTER","3075","BAISLEY AVENUE","BRONX",10461,"718-863-6470","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",42.8571,33.2035,0,0,-73.8260284849919,40.837383959851
"1208","MS. TAYLOR'S HOUSE LLC","MS. TAYLOR'S HOUSE LLC","83","EAST 51 STREET","BROOKLYN",11203,"718-484-8506","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.929809099842,40.659869650593
"1209","MSH 1456 LLC","MSH 1456 LLC","1456","First  Avenue","MANHATTAN",10021,"212-879-3495","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",50,30.9077,0,0,-73.9537530989228,40.770148506357
"1210","MT. CARMEL HOLY ROSARY PRESCHOOL","MT. CARMEL HOLY ROSARY PRESCHOOL","371","PLEASANT AVENUE","MANHATTAN",10035,"212-876-7555","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.931829642993,40.797561544796
"1211","MT. MORIAH CHURCH OF GOD IN CHRIST","MT. MORIAH CHRISTIAN ACADEMY","1149","EASTERN PARKWAY","BROOKLYN",11213,"718-953-4383","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9301600301614,40.669305900736
"1212","MUSHROOM  HOUSE LLC","MUSHROOM  HOUSE LLC","38-00","DITMARS BLVD.","QUEENS",11105,"718-606-6161","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",80,33.2035,0,0,-73.9067410316215,40.77318191825
"1213","MV 1975, LLC","THE LEARNING EXPERIENCE","339","Greene Avenue","BROOKLYN",11238,"917-833-2863","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9080610520077,40.882477202229
"1214","MY LITTLE FOOTPRINTS DAY CARE CORP.","MY LITTLE FOOTPRINTS DAY CARE","28-34","38 STREET","QUEENS",11103,"718-626-2201","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9153689678227,40.764997857215
"1215","MY LITTLE FOOTPRINTS DAYCARE CORP.","MY LITTLE FOOTPRINTS DAYCARE CORP","100-09","39 AVENUE","QUEENS",11368,"718-476-8030","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.865424242078,40.750089679145
"1216","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9445587605275,40.688213446029
"1217","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9442042857515,40.6881704066558
"1218","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0148558267394,40.675485136655
"1219","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9865348853008,40.578404030582
"1220","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9520627353123,40.705409542435
"1221","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9528873837361,40.69453812048
"1222","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9473987790484,40.583543100047
"1223","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9160443587805,40.646428331273
"1224","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0294596962473,40.618423826052
"1225","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.932785165991,0.72484829592465
"1226","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9577268462478,40.6792162800106
"1227","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9788159730161,40.6361263649727
"1228","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9058201880522,40.681417495041
"1229","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8880565800835,40.665361954628
"1230","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9493483743051,40.715844739587
"1231","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9495387132491,40.715826927331
"1232","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.870544571997,40.666165811057
"1233","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9817884838248,40.681034091568
"1234","My Sunshine Kids Inc.","MY SUNSHINE KIDS INC.","8616","21ST AVE","BROOKLYN",11214,"718-269-7292","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9193951296268,40.683913375478
"1235","NASRY MICHELEN DAY CARE CENTER INC.","NASRY MICHELEN DAY CARE CENTER INC.","415","WEST 150  Street","MANHATTAN",10031,"917-261-6623","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9434193240491,40.827707457408
"1236","NATALIE'S SUNFLOWER LLC","SUNFLOWER ACADEMY","238","5 AVENUE","BROOKLYN",11215,"718-783-0738","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9811708953628,40.675573724001
"1237","NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS","FAMILY HEAD START","293","NEPTUNE AVENUE","BROOKLYN",11235,"718-332-8524","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9640935979672,40.581538673201
"1238","NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS, INC.","NATIONAL ASSOCIATION OF FAMILY DEVELOPMENT CENTERS, INC.'","8885","26 AVENUE","BROOKLYN",11214,"718-265-2359","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9904650424154,40.590839689535
"1239","NATIVITY OF OUR BLESSED LADY SCHOOL","NATIVITY OF OUR BLESSED LADY SCHOOL","3893","DYRE AVENUE","BRONX",10466,"718-324-2188","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.8314805963589,40.888841601786
"1240","NAYEMA UNIVERSAL CHILD CENTER INC.","NAYEMA UNIVERSAL CHILD CENTER INC.","1107-09","NEWKIRK AVENUE","BROOKLYN",11230,"718-462-3688","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9662763111307,40.634229973861
"1241","NELOY INC.","BRIGHT KIDS DAY CARE","108-42","SUTPHIN BLVD.","QUEENS",11435,"718-262-0909","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.7984729915478,40.691983363314
"1242","Neshama 1 Inc","Neshama 1 Inc","431","AVENUE P","BROOKLYN",11223,"347-267-0263","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.9710826752231,40.60942992588
"1243","NESHAMA 1 INC.","NESHAMA 1 INC.","723","AVENUE Z","BROOKLYN",11223,"347-267-0263","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9672939327552,40.586679637092
"1244","NESIVOS BAIS YAAKOV","SBCC","1017","45 STREET","BROOKLYN",11219,"718-972-0804","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9206429872954,40.806363310196
"1245","NEW AGE FAMILY DAY CARE, INC.","NEW AGE FAMILY DAY CARE, INC.","538","JAMAICA AVENUE","BROOKLYN",11208,"718-277-2536","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.8833747818901,40.684500248978
"1246","NEW ASTERDAM SCHOOL","NEW AMSTERDAM SCHOOL","62","AVENUE B","MANHATTAN",10009,"212-533-1820","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9823754795082,40.723648860316
"1247","NEW COVENANT CHRISTIAN CHURCH, INC.","NEW COVENANT CHRISTIAN CHURCH, INC.","1497","NEEDHAM AVENUE","BRONX",10469,"718-328-6072","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.8483585364068,40.8802544623637
"1248","New Discoveries Day Care","New Discoveries Learning Academy","866","East 165 Street","BRONX",10459,"718-542-2100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",75,33.2035,0,0,-73.8992921786012,40.82370578884
"1249","NEW DORP CHRISTIAN ACADEMY","NEW DORP CHRISTIAN ACADEMY","259","ROSE AVENUE","STATEN ISLAND",10306,"718-351-4442","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-74.1146605521416,40.571606897349
"1250","NEW GENERATION LEARNING CENTER INC.","NEW GENERATION LEARNING CENTER INC","2597","BEDFORD AVENUE","BROOKLYN",11226,"718-941-0404","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9540374482247,40.64001203625
"1251","NEW GRACE CENTER,INC.","NEW GRACE CENTER","650","LIVONIA AVENUE","BROOKLYN",11207,"718-498-7175","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8926049884205,40.6648741242468
"1252","NEW HOPE ACADEMY, INC. (I/T)","NEW HOPE DAY CARE, INC. (I/T)","1481","NOSTRAND AVENUE","BROOKLYN",11226,"718-284-5923","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",0,30.9077,1,1,-73.9490386300372,40.650152708858
"1253","NEW HOPE ACADEMY. INC. (P.S.)","NEW HOPE DAY CARE,INC. (P.S.)","1481","NOSTRAND AVENUE","BROOKLYN",11226,"718-284-5923","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9490386300372,40.650152708858
"1254","NEW LIFE CHILD DEVELOPMENT CENTER INC.","NEW LIFE CHILD DEVELOPMENT CENTER INC.","406","GROVE STREET","BROOKLYN",11237,"718-381-8969","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9132196657574,40.6962545911807
"1255","NEW LIFE CHILD DEVELOPMENT CENTER, INC.","NEW LIFE CHILD DEVELOPMENT CENTER INC.","295","WOODBINE STREET","BROOKLYN",11237,"718-821-3432","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9132196657574,40.6962545911807
"1256","NEW LIFE DAY CARE CENTER, INC.","NEW LIFE DAY CARE CENTER, INC.","406-408","GROVE STREET","BROOKLYN",11237,"718-417-4214","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.912604211189,40.7012392619
"1257","NEW MILESTONE INC","NEW MILESTONE INC","132-54","POPLE AVENUE","QUEENS",11355,"718-539-2068","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8305810704658,40.753615261112
"1258","NEW MILESTONE, INC","NEW MILESTONE, INC","158-13","72 AVENUE","QUEENS",11365,"718-380-1978","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",71.4286,33.2035,0,0,-73.8105170012622,40.728222340357
"1259","NEW MILESTONE, INC.","NEW MILESTONE ,INC.","27-18","HOYT AVENUE SOUTH","QUEENS",11102,"718-545-5580","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.9198690664028,40.771178915786
"1260","New Sunflower Day Care Center, LLC.","New Sunflower Day Care Center, LLC.","1704","BATH AVENUE","BROOKLYN",11214,"718-236-3643","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-74.0082332371878,40.604998864153
"1261","NEW YORK CENTER FOR CHILD DEVELOPMENT","NEW YORK CENTER FOR CHILD DEVELOPMENT","159","WEST 127TH STREET","MANHATTAN",10027,"212-752-7575","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9465737255178,40.810103051668
"1262","NEW YORK CENTER FOR INFANTS AND TODDLERS, INC.","NEW YORK CENTER FOR INFANTS AND TODDLERS, INC.","1787","MADISON AVENUE","MANHATTAN",10035,"212-289-6100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9435304446048,40.8010005234796
"1263","NEW YORK CHILD RESOURCE CENTER INC.","NEW YORK CHILD RESOURCE CENTER INC.","706","QUINCY STREET","BROOKLYN",11221,"718-443-3440","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.929935580913,40.861500322455
"1264","NEW YORK CHILD RESOURCE CENTER, INC.","NEW YORK CHILD RESOURCE CENTER, INC.","433","E 148TH ST","BRONX",10455,"718-585-0600","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9166166167728,40.815010912578
"1265","NEW YORK CITY MONTESSORI CHARTER SCHOOL","NYC MONTESSORI CHARTER SCHOOL","423","EAST 138 STREET","BRONX",10454,"347-226-9094","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9214959198321,40.8088193778041
"1266","NEW YORK LEAGUE FOR EARLY LEARNING- FOREST HILLS WEST SCHOOL","FOREST HILLS WEST SCHOOL","63-25","DRY HARBOR ROAD","QUEENS",11379,"718-639-9750","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8737194201364,40.721780933131
"1267","NICHOLAS CARDELL DAY CARE CENTER, INC.","NICHOLAS CARDELL DAY CARE CENTER, INC.","84","VERMILYEA AVENUE","MANHATTAN",10034,"212-942-6757","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9232677618984,40.8659032942
"1268","NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN, INC.","NO. BX. NATIONAL COUNCIL OF NEGRO WOMEN CHILD DEV. CENTER","4035","WHITE PLAINS ROAD","BRONX",10466,"718-231-7100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.8597726115452,40.889774902306
"1269","NOAH'S ARK PREPARATORY III INC.","NOAH'S ARK PREPARATORY III INC.","104-18","42ND AVE","QUEENS",11368,"718-355-9660","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.8601800625259,40.748549531276
"1270","NOAH'S ARK PREPARATORY, INC.","NOAH'S ARK PREPARATORY, INC.","38-20","BELL BOULEVARD","QUEENS",11361,"718-279-4251","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.7722459505142,40.765605615548
"1271","NORTH SIDE SCHOOL","NORTH SIDE SCHOOL","85-27","91 STREET","QUEENS",11421,"718-229-5050","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.854058036294,40.695883955124
"1272","NORTHEAST BRONX DAY CARE CENTER, INC.","NORTHEAST BRONX DAY CARE CENTER, INC.","5401","POST ROAD","BRONX",10471,"718-601-5401","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.8983530381436,40.901440556989
"1273","NORTHEAST BRONX DAY CARE CENTER,INC.","NORTHEAST BRONX DAY CARE CENTER, INC.","4102","WHITE PLAINS ROAD","BRONX",10466,"718-547-0501","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8983530381436,40.901440556989
"1274","NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC.","NORTHERN MANHATTAN PERINATAL PARTNERSHIP INC.","529-531","WEST 155TH STREET","MANHATTAN",10032,"212-926-8264","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9447897199822,40.832486208007
"1275","NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.","NORTHERN MANHATTAN PERINATAL PARTNERSHIP, INC.","521-527","WEST 155TH STREET","MANHATTAN",10032,"212-926-8264","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9440062155293,40.832426445351
"1276","NORTHSIDE CENTER FOR CHILD DEVELOPMENT DAY SCHOOL","NORTHSIDE CENTER FOR CHILD DEVELOPMENT DAY SCHOOL","1301","5 AVENUE","MANHATTAN",10029,"212-426-3464","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9484497013109,40.797188298255
"1277","NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.","NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.","302-306","EAST 111TH STREET","MANHATTAN",10029,"646-351-1300","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",44.4444,33.2035,0,0,-73.9395360321157,40.793320475258
"1278","NORTHSIDE CENTER FOR CHILD DEVELOPMENT,INC.","NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.","302-306","EAST 111TH STREET","MANHATTAN",10029,"646-351-1300","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",22.2222,30.9077,1,0,-73.9395360321157,40.793320475258
"1279","NORTHSTAR CHILDCARE LLC","KIDDIE ACADEMY OF WILLIAMSBURG","288","SOUTH 5 STREET","BROOKLYN",11211,"718-599-5437","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.958473561406,40.709028692639
"1280","NOTRE DAME ACADEMY ELEMENTARY SCHOOL","NOTRE DAME ACADEMY ELEMENTARY SCHOOL","78","HOWARD AVENUE","STATEN ISLAND",10301,"718-273-9096","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.0894708790556,40.628855616333
"1281","NOTRE DAME CATHOLIC ACADEMY OF RIDGEWOOD","NOTRE DAME CATHOLIC ACADEMY OF RIDGEWOOD","62-22","61 STREET","QUEENS",11385,"718-821-2221","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.901973309007,40.711848272485
"1282","NP READY SET LEARN LLC","NP READY SET LEARN LLC","830","FOX STREET","BRONX",10459,"718-484-8210","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.895654221158,40.817585339971
"1283","NUESTROS NINOS DAY CARE CENTER, INC","NUESTROS NINOS DAY CARE CENTER III","161","SOUTH 3 STREET","BROOKLYN",11211,"718-388-5000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9610522378864,40.712322961469
"1284","NURSERY NORTH TOO INFANT DAYCARE CENTER, INC.","NURSERY NORTH TOO INFANT DAYCARE CENTER, INC.","249","WEST 144TH STREET","MANHATTAN",10030,"212-926-9700","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",83.3333,30.9077,0,0,-73.9411739343799,40.821853869763
"1285","NYC Early Learning Company Inc","Beanstalk Academy","58","Belmont  Avenue","BROOKLYN",11212,"718-346-1064","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9081043255176,40.6683981469
"1286","NYC Early Learning Company Inc.","Beanstalk Academy","58","Belmont  Avenue","BROOKLYN",11212,"718-346-1064","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",50,30.9077,0,0,-73.9081043255176,40.6683981469
"1287","NYC EARLY LEARNING COMPANY INC.","BEANSTALK CHILD CARE ACADEMY","1491","Broadway","BROOKLYN",11221,"718-455-1612","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.9177001538745,40.687377301759
"1288","NYC Early Learning Company, Inc","NYC EARLY LEARNING COMPANY, INC","679","New Lots Avenue","BROOKLYN",11207,"718-257-2222","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8854534088165,40.6659328086
"1289","NYC EARLY LEARNING COMPANY, INC","NYC EARLY LEARNING COMPANY, INC","331","East 150 Street","BRONX",10451,"718-292-0812","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.8854534088165,40.6659328086
"1290","NYSARC INC. NYC CHAPTER","ASTORIA BLUE FEATHER EARLY LEARNING CENTER","27-07","8 STREET","QUEENS",11102,"718-721-3960","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.931667080349,40.773622596898
"1291","NYSARC, INC.","AHRC NEW YORK CITY","434-456","WEST 56TH STREET","MANHATTAN",10019,"212-787-5400","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9879169053008,40.767872304822
